TransactionID,Date,Amount,Type,Description,Category
2117,2025-04-18,284.14,credit,Wallet Transfer,TRANSFER
2118,2024-03-18,4991.59,credit,Bank Transfer,TRANSFER
2119,2025-10-01,829.08,credit,Monthly Salary Credit,SALARY
2120,2025-03-02,1404.75,credit,Movie Ticket,ENTERTAINMENT
2121,2025-04-10,3446.2,debit,Crypto Buy,INVESTMENT
2122,2025-06-17,4425.89,debit,Bank Transfer,TRANSFER
2123,2023-11-16,4323.39,credit,Stock Purchase,INVESTMENT
2124,2024-03-10,3874.6,debit,Stock Purchase,INVESTMENT
2125,2025-01-27,489.7,transfer,Pharmacy Purchase,MEDICAL
2126,2024-11-03,1173.33,credit,Crypto Buy,INVESTMENT
2127,2024-02-21,4530.46,credit,Mobile Recharge,BILLS
2128,2025-02-27,2132.85,debit,Stock Purchase,INVESTMENT
2129,2025-01-28,4634.69,credit,Netflix Subscription,ENTERTAINMENT
2130,2025-03-12,3055.36,credit,Medical Test,MEDICAL
2131,2025-10-26,3730.86,transfer,Movie Ticket,ENTERTAINMENT
2132,2025-01-24,2185.31,credit,Pharmacy Purchase,MEDICAL
2133,2023-11-18,1904.88,credit,Gaming Purchase,ENTERTAINMENT
2134,2025-03-28,1325.04,debit,Gaming Purchase,ENTERTAINMENT
2135,2025-06-24,3054.23,debit,Train Ticket,TRAVEL
2136,2025-05-14,2695.0,credit,Gaming Purchase,ENTERTAINMENT
2137,2025-10-30,3195.3,transfer,Restaurant Bill,FOOD
2138,2024-09-18,2030.09,transfer,Pharmacy Purchase,MEDICAL
2139,2025-06-18,3833.47,credit,Movie Ticket,ENTERTAINMENT
2140,2024-01-21,2259.88,transfer,Stock Purchase,INVESTMENT
2141,2024-01-06,1391.08,transfer,Gaming Purchase,ENTERTAINMENT
2142,2024-10-15,3817.08,transfer,Monthly Salary Credit,SALARY
2143,2025-02-06,4628.05,debit,Fuel Station,TRAVEL
2144,2023-12-31,509.81,transfer,Train Ticket,TRAVEL
2145,2024-10-19,2046.92,credit,Mutual Fund SIP,INVESTMENT
2146,2025-06-06,1474.13,transfer,Doctor Consultation,MEDICAL
2147,2025-10-14,3516.59,debit,Mutual Fund SIP,INVESTMENT
2148,2024-04-20,3430.44,transfer,Internet Bill,BILLS
2149,2024-09-27,735.78,transfer,Monthly Salary Credit,SALARY
2150,2025-03-14,4516.25,transfer,Myntra Clothing,SHOPPING
2151,2025-08-24,3804.2,debit,Crypto Buy,INVESTMENT
2152,2025-11-04,1980.75,transfer,Movie Ticket,ENTERTAINMENT
2153,2023-11-14,1888.73,transfer,UPI Transfer,TRANSFER
2154,2025-01-01,3876.69,transfer,Mutual Fund SIP,INVESTMENT
2155,2024-05-10,4795.55,debit,Train Ticket,TRAVEL
2156,2025-08-12,2475.02,debit,Flight Booking,TRAVEL
2157,2025-06-06,2519.89,credit,Medical Test,MEDICAL
2158,2024-09-03,1372.92,transfer,Uber Ride,TRAVEL
2159,2025-05-11,1388.72,credit,Uber Ride,TRAVEL
2160,2024-04-30,1334.41,credit,Dominos Pizza,FOOD
2161,2024-03-22,2783.17,debit,McDonalds,FOOD
2162,2024-03-14,3067.28,debit,Bonus Credit,SALARY
2163,2025-09-10,3406.96,debit,Wallet Transfer,TRANSFER
2164,2024-08-18,2474.26,transfer,Crypto Buy,INVESTMENT
2165,2024-12-05,1348.76,transfer,Flipkart Order,SHOPPING
2166,2024-11-21,3136.96,credit,Starbucks Coffee,FOOD
2167,2024-01-18,724.97,debit,Bank Transfer,TRANSFER
2168,2024-04-08,4179.88,transfer,Fuel Station,TRAVEL
2169,2025-01-22,2991.23,transfer,Gaming Purchase,ENTERTAINMENT
2170,2024-12-19,4889.93,debit,Bonus Credit,SALARY
2171,2025-03-13,2961.22,transfer,Doctor Consultation,MEDICAL
2172,2024-06-17,2423.78,debit,Electricity Bill,BILLS
2173,2024-11-12,1115.96,debit,Restaurant Bill,FOOD
2174,2024-12-28,326.64,debit,Myntra Clothing,SHOPPING
2175,2024-05-12,1335.25,transfer,Lifestyle Store,SHOPPING
2176,2025-03-19,406.89,debit,Electricity Bill,BILLS
2177,2024-05-10,1987.21,debit,Monthly Salary Credit,SALARY
2178,2025-02-07,914.54,transfer,Monthly Salary Credit,SALARY
2179,2024-12-07,1027.25,transfer,Bank Transfer,TRANSFER
2180,2023-12-10,3402.34,credit,Stock Purchase,INVESTMENT
2181,2025-02-23,1533.94,transfer,Mutual Fund SIP,INVESTMENT
2182,2024-03-29,1707.14,credit,Pharmacy Purchase,MEDICAL
2183,2024-12-15,1793.51,transfer,Electricity Bill,BILLS
2184,2024-01-20,3473.55,credit,UPI Transfer,TRANSFER
2185,2024-07-28,4288.69,transfer,Bank Transfer,TRANSFER
2186,2025-05-16,3928.34,credit,Lifestyle Store,SHOPPING
2187,2025-07-13,1560.73,debit,Flight Booking,TRAVEL
2188,2025-08-25,2243.4,credit,Electricity Bill,BILLS
2189,2025-10-27,291.33,debit,Restaurant Bill,FOOD
2190,2025-07-04,2612.89,credit,Monthly Salary Credit,SALARY
2191,2024-06-06,4218.1,credit,Stock Purchase,INVESTMENT
2192,2025-02-11,3446.86,transfer,Stock Purchase,INVESTMENT
2193,2024-01-09,888.23,credit,Flipkart Order,SHOPPING
2194,2023-11-27,4324.83,debit,Mobile Recharge,BILLS
2195,2025-04-12,1882.39,credit,Movie Ticket,ENTERTAINMENT
2196,2024-08-04,2864.18,transfer,Dominos Pizza,FOOD
2197,2025-05-18,264.7,debit,Mutual Fund SIP,INVESTMENT
2198,2025-03-10,4366.1,transfer,Mobile Recharge,BILLS
2199,2025-08-01,3230.16,credit,Mutual Fund SIP,INVESTMENT
2200,2025-07-28,4700.3,credit,Myntra Clothing,SHOPPING
2201,2025-01-05,3639.19,credit,McDonalds,FOOD
2202,2025-03-16,53.16,transfer,Gaming Purchase,ENTERTAINMENT
2203,2025-01-26,3110.77,transfer,Starbucks Coffee,FOOD
2204,2024-12-17,4683.87,debit,Bonus Credit,SALARY
2205,2025-02-02,4144.67,transfer,Monthly Salary Credit,SALARY
2206,2025-04-03,1794.23,transfer,Stock Purchase,INVESTMENT
2207,2025-07-04,558.82,transfer,Monthly Salary Credit,SALARY
2208,2024-07-13,1337.22,transfer,Bank Transfer,TRANSFER
2209,2024-12-27,101.58,transfer,Bank Transfer,TRANSFER
2210,2025-02-10,3657.4,transfer,Doctor Consultation,MEDICAL
2211,2025-07-13,2807.18,debit,Train Ticket,TRAVEL
2212,2024-01-23,2799.64,credit,Crypto Buy,INVESTMENT
2213,2025-07-29,4583.21,transfer,Fuel Station,TRAVEL
2214,2025-08-02,1005.36,debit,Uber Ride,TRAVEL
2215,2025-03-27,4282.94,debit,Flight Booking,TRAVEL
2216,2025-09-08,2237.67,debit,Mobile Recharge,BILLS
2217,2024-03-04,804.49,transfer,Myntra Clothing,SHOPPING
2218,2024-05-13,3038.35,credit,Gaming Purchase,ENTERTAINMENT
2219,2024-08-16,262.33,transfer,Restaurant Bill,FOOD
2220,2024-03-11,194.81,transfer,Uber Ride,TRAVEL
2221,2025-01-13,1686.51,credit,Myntra Clothing,SHOPPING
2222,2024-04-20,1507.62,credit,Starbucks Coffee,FOOD
2223,2023-12-09,2431.52,credit,Restaurant Bill,FOOD
2224,2024-10-08,3644.15,credit,Restaurant Bill,FOOD
2225,2025-01-10,2909.9,debit,Monthly Salary Credit,SALARY
2226,2025-06-25,1270.5,debit,Internet Bill,BILLS
2227,2024-04-20,1429.95,debit,Doctor Consultation,MEDICAL
2228,2024-05-23,4833.72,debit,Bonus Credit,SALARY
2229,2025-03-19,4534.31,transfer,Internet Bill,BILLS
2230,2024-04-15,760.4,debit,Flipkart Order,SHOPPING
2231,2024-01-03,277.41,transfer,Doctor Consultation,MEDICAL
2232,2024-04-26,4277.94,debit,Train Ticket,TRAVEL
2233,2025-05-11,850.09,credit,Monthly Salary Credit,SALARY
2234,2025-08-24,4623.74,transfer,Dominos Pizza,FOOD
2235,2024-04-26,2500.17,transfer,Flight Booking,TRAVEL
2236,2025-01-18,4086.33,transfer,Lifestyle Store,SHOPPING
2237,2024-10-04,2443.17,credit,Medical Test,MEDICAL
2238,2025-06-25,2271.71,transfer,Uber Ride,TRAVEL
2239,2024-12-30,3372.14,transfer,Mutual Fund SIP,INVESTMENT
2240,2025-07-13,2523.0,debit,Netflix Subscription,ENTERTAINMENT
2241,2025-05-08,4000.32,debit,Starbucks Coffee,FOOD
2242,2024-07-03,2133.04,credit,Water Bill,BILLS
2243,2024-02-02,3793.0,transfer,Doctor Consultation,MEDICAL
2244,2024-12-15,2071.56,transfer,Movie Ticket,ENTERTAINMENT
2245,2025-10-23,2233.9,credit,Flight Booking,TRAVEL
2246,2025-02-18,303.31,debit,Crypto Buy,INVESTMENT
2247,2024-02-23,4419.92,debit,Amazon Purchase,SHOPPING
2248,2025-02-03,4195.52,transfer,Bonus Credit,SALARY
2249,2025-11-09,1497.42,debit,Starbucks Coffee,FOOD
2250,2025-05-02,3896.63,debit,Train Ticket,TRAVEL
2251,2025-10-11,561.62,credit,Bank Transfer,TRANSFER
2252,2025-02-06,4598.55,credit,Amazon Purchase,SHOPPING
2253,2025-04-13,1572.04,credit,Electricity Bill,BILLS
2254,2023-11-26,1412.02,credit,Monthly Salary Credit,SALARY
2255,2024-06-04,280.46,debit,Crypto Buy,INVESTMENT
2256,2025-09-22,1376.32,debit,Amazon Purchase,SHOPPING
2257,2025-02-17,2180.31,debit,Train Ticket,TRAVEL
2258,2024-09-10,115.98,credit,Monthly Salary Credit,SALARY
2259,2024-09-26,1434.05,credit,Crypto Buy,INVESTMENT
2260,2024-12-26,3693.47,transfer,Medical Test,MEDICAL
2261,2025-02-07,2969.28,credit,Starbucks Coffee,FOOD
2262,2025-07-27,4821.02,credit,UPI Transfer,TRANSFER
2263,2024-11-06,2619.8,transfer,Mutual Fund SIP,INVESTMENT
2264,2024-12-24,4347.12,transfer,Water Bill,BILLS
2265,2024-04-11,3792.35,credit,Pharmacy Purchase,MEDICAL
2266,2025-09-13,3356.07,debit,Fuel Station,TRAVEL
2267,2024-01-20,3935.82,transfer,Crypto Buy,INVESTMENT
2268,2025-08-15,4870.24,transfer,Monthly Salary Credit,SALARY
2269,2025-06-16,2325.82,credit,Train Ticket,TRAVEL
2270,2025-05-30,4864.29,credit,Flight Booking,TRAVEL
2271,2024-02-08,654.32,credit,Wallet Transfer,TRANSFER
2272,2024-09-21,2647.16,credit,Water Bill,BILLS
2273,2024-05-26,484.69,credit,Bonus Credit,SALARY
2274,2024-11-13,3861.58,debit,Myntra Clothing,SHOPPING
2275,2025-08-29,4885.04,transfer,Mutual Fund SIP,INVESTMENT
2276,2024-04-20,4308.75,transfer,Medical Test,MEDICAL
2277,2025-09-23,3443.21,credit,Monthly Salary Credit,SALARY
2278,2025-03-04,1397.91,transfer,Netflix Subscription,ENTERTAINMENT
2279,2024-09-16,309.75,debit,Pharmacy Purchase,MEDICAL
2280,2024-04-17,3414.05,transfer,Wallet Transfer,TRANSFER
2281,2024-10-31,2435.28,transfer,Lifestyle Store,SHOPPING
2282,2024-06-03,1801.36,credit,Myntra Clothing,SHOPPING
2283,2025-04-22,4164.38,transfer,Bonus Credit,SALARY
2284,2024-02-05,1152.39,transfer,Bank Transfer,TRANSFER
2285,2024-08-05,3886.22,transfer,Myntra Clothing,SHOPPING
2286,2024-10-20,1080.48,debit,Crypto Buy,INVESTMENT
2287,2025-03-13,3787.17,debit,Bank Transfer,TRANSFER
2288,2025-07-27,4576.8,transfer,Bonus Credit,SALARY
2289,2025-01-22,3126.25,credit,Amazon Purchase,SHOPPING
2290,2024-06-03,4830.14,transfer,Train Ticket,TRAVEL
2291,2024-01-04,2704.03,transfer,Mutual Fund SIP,INVESTMENT
2292,2024-08-05,3270.47,transfer,Electricity Bill,BILLS
2293,2025-06-03,2837.5,credit,Gaming Purchase,ENTERTAINMENT
2294,2025-04-08,4953.96,credit,Bonus Credit,SALARY
2295,2024-03-16,1816.11,credit,Myntra Clothing,SHOPPING
2296,2025-06-07,2356.88,transfer,Monthly Salary Credit,SALARY
2297,2025-10-03,2315.84,credit,Myntra Clothing,SHOPPING
2298,2025-02-10,4917.75,credit,UPI Transfer,TRANSFER
2299,2025-03-10,828.82,credit,Movie Ticket,ENTERTAINMENT
2300,2024-05-31,2860.52,transfer,Lifestyle Store,SHOPPING
2301,2024-12-01,2581.6,credit,Movie Ticket,ENTERTAINMENT
2302,2025-09-30,1090.35,credit,Crypto Buy,INVESTMENT
2303,2024-09-12,2849.05,transfer,Stock Purchase,INVESTMENT
2304,2023-11-23,60.64,credit,UPI Transfer,TRANSFER
2305,2024-11-24,877.62,debit,McDonalds,FOOD
2306,2023-11-20,1843.43,transfer,Lifestyle Store,SHOPPING
2307,2025-02-25,2810.01,transfer,Crypto Buy,INVESTMENT
2308,2024-01-15,518.06,debit,Monthly Salary Credit,SALARY
2309,2025-03-25,3888.28,credit,Netflix Subscription,ENTERTAINMENT
2310,2025-06-04,199.73,debit,Movie Ticket,ENTERTAINMENT
2311,2025-04-11,4669.41,debit,Monthly Salary Credit,SALARY
2312,2024-09-14,1215.39,credit,Fuel Station,TRAVEL
2313,2025-05-03,3995.96,transfer,Bonus Credit,SALARY
2314,2024-10-16,616.39,transfer,Amazon Purchase,SHOPPING
2315,2024-06-21,1281.2,transfer,Fuel Station,TRAVEL
2316,2025-04-08,282.05,credit,Restaurant Bill,FOOD
2317,2024-10-27,4186.17,debit,Water Bill,BILLS
2318,2025-11-11,1938.66,debit,Medical Test,MEDICAL
2319,2024-03-30,4514.09,credit,Wallet Transfer,TRANSFER
2320,2024-09-18,2396.27,debit,Monthly Salary Credit,SALARY
2321,2024-11-05,1319.19,transfer,Water Bill,BILLS
2322,2023-12-13,2536.74,debit,Movie Ticket,ENTERTAINMENT
2323,2025-08-22,4352.67,debit,Wallet Transfer,TRANSFER
2324,2023-11-22,4038.26,credit,Mutual Fund SIP,INVESTMENT
2325,2025-01-09,3325.98,transfer,UPI Transfer,TRANSFER
2326,2025-04-24,3298.28,credit,Restaurant Bill,FOOD
2327,2024-06-02,2238.43,debit,Stock Purchase,INVESTMENT
2328,2024-08-31,2188.11,transfer,Bonus Credit,SALARY
2329,2025-03-15,4489.93,transfer,Uber Ride,TRAVEL
2330,2024-10-25,4709.97,credit,Dominos Pizza,FOOD
2331,2025-01-21,1948.72,credit,Bonus Credit,SALARY
2332,2023-11-24,2742.76,transfer,Lifestyle Store,SHOPPING
2333,2025-10-05,4000.73,debit,Flight Booking,TRAVEL
2334,2024-08-08,4272.81,credit,Movie Ticket,ENTERTAINMENT
2335,2025-09-06,3652.41,debit,Amazon Purchase,SHOPPING
2336,2024-05-02,2281.0,debit,Gaming Purchase,ENTERTAINMENT
2337,2024-08-26,4985.11,transfer,Stock Purchase,INVESTMENT
2338,2024-02-15,519.5,transfer,Starbucks Coffee,FOOD
2339,2024-09-20,2977.87,credit,Bank Transfer,TRANSFER
2340,2025-09-05,1350.13,credit,McDonalds,FOOD
2341,2025-07-12,3065.87,credit,Lifestyle Store,SHOPPING
2342,2024-03-28,3628.32,credit,Movie Ticket,ENTERTAINMENT
2343,2024-04-01,4796.7,transfer,Monthly Salary Credit,SALARY
2344,2025-01-22,3303.04,credit,UPI Transfer,TRANSFER
2345,2025-05-14,1145.55,credit,Gaming Purchase,ENTERTAINMENT
2346,2023-11-18,823.06,debit,Electricity Bill,BILLS
2347,2025-11-04,4962.16,debit,Lifestyle Store,SHOPPING
2348,2024-09-24,3395.89,transfer,Uber Ride,TRAVEL
2349,2025-10-19,523.81,transfer,Mutual Fund SIP,INVESTMENT
2350,2024-03-28,2353.01,credit,Doctor Consultation,MEDICAL
2351,2025-07-06,185.4,debit,Flipkart Order,SHOPPING
2352,2025-03-01,3915.96,credit,UPI Transfer,TRANSFER
2353,2024-04-30,3467.55,debit,Movie Ticket,ENTERTAINMENT
2354,2025-01-05,662.36,debit,Restaurant Bill,FOOD
2355,2024-04-02,2572.06,transfer,Bonus Credit,SALARY
2356,2025-04-17,1110.82,debit,Fuel Station,TRAVEL
2357,2024-02-19,4000.9,debit,UPI Transfer,TRANSFER
2358,2025-04-14,4951.08,transfer,Dominos Pizza,FOOD
2359,2025-09-09,4107.82,transfer,Bonus Credit,SALARY
2360,2023-12-21,3794.41,transfer,Medical Test,MEDICAL
2361,2025-08-10,2040.75,credit,Myntra Clothing,SHOPPING
2362,2025-04-16,4634.68,debit,Bonus Credit,SALARY
2363,2024-01-14,2041.87,transfer,Bank Transfer,TRANSFER
2364,2025-09-24,3099.47,transfer,Restaurant Bill,FOOD
2365,2024-02-11,1847.05,transfer,Monthly Salary Credit,SALARY
2366,2025-10-21,722.19,credit,Electricity Bill,BILLS
2367,2025-03-13,4413.75,credit,Internet Bill,BILLS
2368,2024-06-11,2030.38,debit,Flipkart Order,SHOPPING
2369,2025-01-29,2993.78,credit,Mutual Fund SIP,INVESTMENT
2370,2025-09-25,4646.26,credit,Netflix Subscription,ENTERTAINMENT
2371,2024-12-03,609.35,transfer,Stock Purchase,INVESTMENT
2372,2024-11-25,4920.63,debit,Mutual Fund SIP,INVESTMENT
2373,2024-11-13,1058.73,transfer,Netflix Subscription,ENTERTAINMENT
2374,2025-07-03,1131.71,transfer,Mobile Recharge,BILLS
2375,2024-03-06,4039.93,credit,McDonalds,FOOD
2376,2025-04-02,2481.54,credit,Bank Transfer,TRANSFER
2377,2023-12-26,4276.59,transfer,Pharmacy Purchase,MEDICAL
2378,2023-11-14,541.97,transfer,Netflix Subscription,ENTERTAINMENT
2379,2025-05-30,831.42,debit,UPI Transfer,TRANSFER
2380,2025-08-03,1972.34,credit,Pharmacy Purchase,MEDICAL
2381,2024-12-27,4534.01,transfer,Monthly Salary Credit,SALARY
2382,2024-08-10,1396.31,transfer,Doctor Consultation,MEDICAL
2383,2024-02-05,2536.95,debit,Restaurant Bill,FOOD
2384,2025-08-11,2343.51,credit,Bonus Credit,SALARY
2385,2025-05-16,1545.56,credit,Starbucks Coffee,FOOD
2386,2023-11-20,1826.8,credit,Uber Ride,TRAVEL
2387,2025-08-29,2155.52,credit,Netflix Subscription,ENTERTAINMENT
2388,2025-10-19,2250.67,transfer,Medical Test,MEDICAL
2389,2023-12-18,1761.01,transfer,Water Bill,BILLS
2390,2025-06-10,3556.19,transfer,Crypto Buy,INVESTMENT
2391,2023-12-06,2020.93,debit,Uber Ride,TRAVEL
2392,2025-08-09,1146.94,credit,Pharmacy Purchase,MEDICAL
2393,2024-08-29,4239.17,debit,Electricity Bill,BILLS
2394,2025-07-01,205.52,credit,Fuel Station,TRAVEL
2395,2023-12-22,1468.8,credit,Medical Test,MEDICAL
2396,2024-01-11,1628.11,credit,Monthly Salary Credit,SALARY
2397,2025-10-08,1249.64,debit,Monthly Salary Credit,SALARY
2398,2024-11-03,3661.66,credit,Mutual Fund SIP,INVESTMENT
2399,2025-01-26,887.68,transfer,Doctor Consultation,MEDICAL
2400,2024-01-01,2525.97,credit,Crypto Buy,INVESTMENT
2401,2025-05-06,3387.18,transfer,Flight Booking,TRAVEL
2402,2025-07-28,4287.75,debit,Monthly Salary Credit,SALARY
2403,2025-02-27,444.78,transfer,Internet Bill,BILLS
2404,2025-11-11,3571.67,transfer,Bonus Credit,SALARY
2405,2023-12-22,3978.37,credit,Amazon Purchase,SHOPPING
2406,2024-12-01,3699.92,debit,Netflix Subscription,ENTERTAINMENT
2407,2024-12-26,3892.26,credit,Pharmacy Purchase,MEDICAL
2408,2024-11-22,3286.84,transfer,Fuel Station,TRAVEL
2409,2025-09-02,2926.27,credit,Doctor Consultation,MEDICAL
2410,2024-09-24,3212.71,debit,Amazon Purchase,SHOPPING
2411,2024-01-30,1846.0,debit,Uber Ride,TRAVEL
2412,2024-06-17,972.98,transfer,Uber Ride,TRAVEL
2413,2025-09-03,1373.47,debit,Gaming Purchase,ENTERTAINMENT
2414,2025-04-09,2685.19,credit,Wallet Transfer,TRANSFER
2415,2024-04-24,99.92,credit,Wallet Transfer,TRANSFER
2416,2024-04-05,597.77,transfer,Bank Transfer,TRANSFER
2417,2024-07-15,1810.69,credit,Pharmacy Purchase,MEDICAL
2418,2024-11-22,4327.16,debit,Internet Bill,BILLS
2419,2025-04-05,4207.05,credit,Restaurant Bill,FOOD
2420,2024-07-10,3261.81,debit,Crypto Buy,INVESTMENT
2421,2024-08-05,4443.99,debit,Lifestyle Store,SHOPPING
2422,2024-10-01,1645.39,transfer,Doctor Consultation,MEDICAL
2423,2025-09-11,4935.76,debit,Pharmacy Purchase,MEDICAL
2424,2025-11-05,2232.89,transfer,Movie Ticket,ENTERTAINMENT
2425,2025-09-23,4616.94,credit,Pharmacy Purchase,MEDICAL
2426,2024-03-16,1562.33,debit,Mutual Fund SIP,INVESTMENT
2427,2024-07-14,1791.84,debit,Train Ticket,TRAVEL
2428,2024-03-04,2457.86,debit,Netflix Subscription,ENTERTAINMENT
2429,2024-04-11,3856.89,transfer,Mutual Fund SIP,INVESTMENT
2430,2024-03-26,199.58,transfer,UPI Transfer,TRANSFER
2431,2025-04-16,2404.73,credit,UPI Transfer,TRANSFER
2432,2023-12-09,2584.69,credit,Amazon Purchase,SHOPPING
2433,2024-11-19,2267.23,debit,UPI Transfer,TRANSFER
2434,2023-12-07,1113.96,transfer,Crypto Buy,INVESTMENT
2435,2024-12-05,1413.35,transfer,Mobile Recharge,BILLS
2436,2024-03-15,3274.21,credit,Monthly Salary Credit,SALARY
2437,2024-02-13,2487.23,credit,Gaming Purchase,ENTERTAINMENT
2438,2023-11-16,4004.98,transfer,Bonus Credit,SALARY
2439,2025-10-26,2182.79,debit,Myntra Clothing,SHOPPING
2440,2025-06-01,2427.01,credit,Flight Booking,TRAVEL
2441,2024-10-04,2645.08,credit,Uber Ride,TRAVEL
2442,2024-10-08,2857.78,transfer,Bank Transfer,TRANSFER
2443,2025-08-01,546.99,credit,Mobile Recharge,BILLS
2444,2025-06-04,4737.17,debit,Uber Ride,TRAVEL
2445,2024-06-09,2769.28,transfer,Monthly Salary Credit,SALARY
2446,2024-05-24,3771.91,transfer,Flight Booking,TRAVEL
2447,2024-04-20,2963.96,transfer,Train Ticket,TRAVEL
2448,2024-06-30,1683.31,credit,Dominos Pizza,FOOD
2449,2023-11-28,4298.46,credit,Flipkart Order,SHOPPING
2450,2024-04-16,680.17,credit,Bonus Credit,SALARY
2451,2025-08-28,3604.94,transfer,Starbucks Coffee,FOOD
2452,2024-09-20,4106.91,credit,Bonus Credit,SALARY
2453,2025-09-11,431.44,debit,McDonalds,FOOD
2454,2025-07-22,1400.72,debit,Myntra Clothing,SHOPPING
2455,2024-06-23,809.06,transfer,Internet Bill,BILLS
2456,2024-11-17,1568.21,credit,Starbucks Coffee,FOOD
2457,2024-02-07,2221.21,transfer,Doctor Consultation,MEDICAL
2458,2024-11-25,4559.87,credit,Netflix Subscription,ENTERTAINMENT
2459,2025-01-30,2743.85,transfer,Bonus Credit,SALARY
2460,2024-03-05,809.81,transfer,Uber Ride,TRAVEL
2461,2024-03-30,1146.75,debit,Uber Ride,TRAVEL
2462,2024-04-09,3488.57,credit,Restaurant Bill,FOOD
2463,2025-11-08,3252.7,transfer,Medical Test,MEDICAL
2464,2025-09-03,198.48,transfer,Crypto Buy,INVESTMENT
2465,2025-02-09,2022.99,transfer,UPI Transfer,TRANSFER
2466,2024-03-02,408.88,debit,Bank Transfer,TRANSFER
2467,2024-05-23,2449.16,debit,Stock Purchase,INVESTMENT
2468,2025-06-18,1225.98,transfer,Water Bill,BILLS
2469,2024-10-16,3114.56,debit,Electricity Bill,BILLS
2470,2023-12-06,979.59,credit,Uber Ride,TRAVEL
2471,2025-01-30,1116.94,transfer,Starbucks Coffee,FOOD
2472,2024-10-05,2826.76,transfer,Restaurant Bill,FOOD
2473,2025-09-19,3981.29,credit,Crypto Buy,INVESTMENT
2474,2024-10-27,4726.15,transfer,Bonus Credit,SALARY
2475,2025-02-09,1681.19,credit,Internet Bill,BILLS
2476,2024-11-20,3889.85,credit,Medical Test,MEDICAL
2477,2024-01-08,1757.97,credit,Bonus Credit,SALARY
2478,2025-04-11,2445.38,transfer,Bonus Credit,SALARY
2479,2025-07-31,494.21,debit,Movie Ticket,ENTERTAINMENT
2480,2025-08-09,4413.73,credit,Wallet Transfer,TRANSFER
2481,2024-12-03,1051.29,credit,Starbucks Coffee,FOOD
2482,2024-06-25,3149.89,credit,Starbucks Coffee,FOOD
2483,2023-12-26,310.27,transfer,Wallet Transfer,TRANSFER
2484,2024-10-13,1535.4,credit,Bank Transfer,TRANSFER
2485,2024-09-23,3739.74,transfer,Pharmacy Purchase,MEDICAL
2486,2024-10-02,531.53,debit,Uber Ride,TRAVEL
2487,2025-09-26,4275.8,credit,Lifestyle Store,SHOPPING
2488,2024-07-08,2042.03,transfer,Flipkart Order,SHOPPING
2489,2025-07-10,3348.71,transfer,Uber Ride,TRAVEL
2490,2024-03-07,2557.25,debit,Restaurant Bill,FOOD
2491,2025-05-02,239.14,debit,Stock Purchase,INVESTMENT
2492,2025-01-15,257.48,transfer,Lifestyle Store,SHOPPING
2493,2025-01-06,2244.92,credit,Bonus Credit,SALARY
2494,2025-02-21,1931.01,debit,Starbucks Coffee,FOOD
2495,2024-11-23,4798.77,transfer,Uber Ride,TRAVEL
2496,2025-10-10,3460.88,transfer,Pharmacy Purchase,MEDICAL
2497,2024-08-17,4084.19,credit,UPI Transfer,TRANSFER
2498,2024-12-14,251.85,transfer,Electricity Bill,BILLS
2499,2025-05-08,4877.28,credit,Netflix Subscription,ENTERTAINMENT
2500,2024-07-17,2595.27,debit,Gaming Purchase,ENTERTAINMENT
2501,2023-11-18,2644.98,credit,Starbucks Coffee,FOOD
2502,2024-10-03,2021.95,debit,Electricity Bill,BILLS
2503,2024-08-11,1227.26,credit,Stock Purchase,INVESTMENT
2504,2025-03-28,4599.14,transfer,Bonus Credit,SALARY
2505,2024-09-15,1508.84,credit,Movie Ticket,ENTERTAINMENT
2506,2024-07-21,3445.27,credit,Wallet Transfer,TRANSFER
2507,2024-11-21,1693.06,debit,Stock Purchase,INVESTMENT
2508,2024-06-10,1636.18,debit,Pharmacy Purchase,MEDICAL
2509,2024-01-01,4403.29,credit,Water Bill,BILLS
2510,2025-06-13,630.31,debit,Uber Ride,TRAVEL
2511,2025-02-28,797.59,debit,Internet Bill,BILLS
2512,2024-03-28,606.14,debit,Stock Purchase,INVESTMENT
2513,2024-01-12,4866.61,transfer,Dominos Pizza,FOOD
2514,2024-08-24,2263.6,debit,Pharmacy Purchase,MEDICAL
2515,2024-11-21,1045.99,debit,Mutual Fund SIP,INVESTMENT
2516,2023-12-22,98.95,credit,Netflix Subscription,ENTERTAINMENT
2517,2025-03-11,798.52,credit,Train Ticket,TRAVEL
2518,2024-05-13,4023.22,credit,Dominos Pizza,FOOD
2519,2024-06-12,3286.01,transfer,McDonalds,FOOD
2520,2024-03-30,4681.34,debit,Fuel Station,TRAVEL
2521,2024-06-21,985.96,transfer,Wallet Transfer,TRANSFER
2522,2025-09-14,2008.11,debit,Crypto Buy,INVESTMENT
2523,2025-09-29,1667.04,credit,Starbucks Coffee,FOOD
2524,2025-01-15,4974.29,debit,Myntra Clothing,SHOPPING
2525,2025-02-22,3745.24,debit,Gaming Purchase,ENTERTAINMENT
2526,2024-10-16,3288.22,debit,Crypto Buy,INVESTMENT
2527,2025-01-01,2240.41,debit,Amazon Purchase,SHOPPING
2528,2024-09-24,2844.21,transfer,Myntra Clothing,SHOPPING
2529,2024-11-19,3653.74,debit,UPI Transfer,TRANSFER
2530,2024-03-09,2386.95,debit,Flipkart Order,SHOPPING
2531,2025-09-20,4615.85,debit,McDonalds,FOOD
2532,2025-03-29,1765.83,credit,Electricity Bill,BILLS
